                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 2.0813,                 1.1721,                 1.5275,                 0.6526,                0.87879,                0.82109,                0.31894,                 2.1199,                 1.2163,                 1.4719,              0.0017228,              0.0017228,              0.0017228
                     16,                  2.025,                  1.183,                 1.5291,                0.66172,                0.88931,                0.79062,                0.27509,                 2.2537,                 1.1192,                 1.5989,               0.001703,               0.001703,               0.001703
                     17,                 1.9749,                 1.1072,                 1.5636,                0.61971,                0.87879,                0.84274,                0.34714,                 2.0673,                   1.13,                 1.3858,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.9349,                 1.0969,                 1.4724,                0.63878,                0.93939,                0.77506,                0.33621,                  2.031,                 1.0809,                 1.4397,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.9591,                 1.0935,                 1.4501,                0.56971,                0.87879,                0.68487,                0.25374,                 2.2305,                 1.1885,                 1.6111,              0.0016436,              0.0016436,              0.0016436
                     20,                 1.9443,                 1.0438,                 1.4756,                0.63346,                0.94271,                0.75542,                0.27185,                 2.2231,                 1.0963,                 1.5826,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.8603,                 1.0244,                 1.3883,                0.60857,                0.89532,                0.77039,                0.32678,                 1.9923,                 1.1131,                 1.4032,               0.001604,               0.001604,               0.001604
                     22,                 1.8419,                 1.0146,                 1.3729,                0.72289,                0.94875,                0.83231,                0.38296,                 1.8951,                 1.0117,                 1.1728,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.8139,                0.96596,                 1.3372,                0.70297,                 0.9697,                0.79658,                0.33981,                 1.9239,                 1.0208,                 1.2147,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.8283,                0.94328,                 1.2728,                0.65314,                0.90909,                0.77368,                0.34188,                 2.0123,                 1.1425,                 1.3395,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.7192,                0.91225,                 1.2646,                 0.7608,                0.93939,                0.86362,                0.41049,                 1.8741,                0.96973,                 1.1039,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.6621,                0.86242,                 1.1899,                0.77773,                0.90909,                0.88304,                0.44545,                 1.7922,                0.86727,                 1.0501,               0.001505,               0.001505,               0.001505
                     27,                 1.6494,                0.82634,                 1.1657,                0.69139,                 0.9697,                0.87718,                0.40175,                 1.8892,                0.93542,                 1.1301,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.5806,                  0.804,                 1.1065,                0.78522,                0.93939,                0.91626,                 0.4757,                 1.7743,                0.97449,                 1.0485,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.6055,                 0.8239,                 1.1291,                0.80942,                0.90105,                0.92647,                0.45562,                 1.7329,                 0.8568,                 1.0529,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.5805,                0.79887,                 1.0951,                0.87992,                0.88839,                 0.9371,                0.47178,                 1.7283,                0.94659,                 1.0287,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.5679,                0.77408,                 1.0855,                0.77481,                0.87879,                0.87253,                0.42363,                 1.7865,                0.83287,                 1.0331,               0.001406,               0.001406,               0.001406
                     32,                 1.5166,                0.74547,                 1.0644,                0.85701,                0.90815,                0.93204,                0.56291,                 1.6472,                0.83828,                0.94632,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.5686,                0.74231,                  1.096,                0.74874,                 0.9697,                0.93488,                0.49063,                 1.7171,                0.79364,                 0.9838,              0.0013664,              0.0013664,              0.0013664
                     34,                  1.495,                0.70932,                 1.0477,                0.82849,                0.90909,                0.92384,                0.53888,                 1.6126,                0.74483,                0.96998,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.4504,                0.71449,                 1.0377,                0.81021,                0.93939,                0.95058,                0.57224,                 1.5828,                  0.762,                0.92171,              0.0013268,              0.0013268,              0.0013268
                     36,                  1.501,                0.72368,                 1.0131,                0.77846,                 0.9585,                0.92609,                0.48167,                 1.6732,                0.86386,                0.97148,               0.001307,               0.001307,               0.001307
                     37,                 1.4526,                0.69485,                 1.0154,                0.81185,                0.87879,                0.94838,                0.55921,                 1.5266,                0.79265,                 0.9277,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.4502,                0.69894,                 1.0288,                0.74951,                 0.9697,                0.93675,                0.51975,                 1.6805,                0.77601,                 0.9508,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.4618,                0.67698,                 1.0088,                0.79239,                0.93939,                0.95299,                0.55107,                 1.5756,                0.71792,                0.90156,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.4291,                0.66174,                0.97471,                0.83896,                0.87879,                0.91326,                0.55361,                 1.5536,                0.73406,                0.87602,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.4178,                 0.6535,                0.98891,                0.70861,                0.95816,                0.92055,                 0.5483,                 1.5091,                0.76171,                 0.8918,               0.001208,               0.001208,               0.001208
                     42,                 1.3931,                0.64891,                0.96526,                0.81064,                0.90813,                0.93768,                0.53725,                 1.5958,                0.72437,                0.89071,              0.0011882,              0.0011882,              0.0011882
                     43,                  1.422,                0.64938,                 0.9655,                0.85944,                0.87879,                0.94907,                0.59026,                 1.5411,                0.70988,                0.85973,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.3759,                0.62671,                0.94287,                0.87429,                 0.9697,                 0.9672,                0.59142,                 1.4851,                0.71364,                0.87732,              0.0011486,              0.0011486,              0.0011486
                     45,                  1.373,                0.64417,                0.96364,                0.78381,                 0.9697,                0.95441,                0.59309,                 1.4754,                0.65338,                0.84411,              0.0011288,              0.0011288,              0.0011288
                     46,                  1.328,                0.61481,                0.94627,                0.81782,                0.95242,                0.94991,                0.59385,                 1.5075,                0.70427,                0.85152,               0.001109,               0.001109,               0.001109
                     47,                  1.369,                 0.6333,                0.94387,                0.79724,                0.95339,                0.94839,                0.57807,                 1.5394,                0.64396,                0.90378,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.3497,                0.61789,                0.95054,                0.85587,                0.93939,                 0.9638,                0.63227,                 1.4242,                0.62844,                0.85365,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.3493,                0.62082,                0.95828,                0.83059,                0.89164,                0.95844,                 0.5856,                 1.4535,                 0.6215,                0.84739,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.3738,                0.62159,                0.94662,                0.86149,                0.94249,                0.97783,                0.60878,                 1.5142,                 0.6478,                 0.8505,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.3417,                0.60597,                0.95175,                0.83296,                0.93939,                0.97303,                0.62779,                 1.4899,                0.63464,                0.87494,                0.00101,                0.00101,                0.00101
                     52,                 1.3457,                0.61039,                0.93277,                0.83864,                0.90909,                0.95817,                 0.6115,                 1.4724,                0.60611,                0.82637,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.3338,                0.60646,                0.91383,                0.88828,                0.96393,                0.97525,                0.60749,                 1.5273,                0.62306,                0.86357,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.3361,                0.58796,                0.93877,                0.90993,                0.91855,                0.97281,                0.59238,                 1.6022,                0.61463,                0.92819,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.3481,                0.59521,                0.93088,                0.93808,                0.93939,                0.98303,                0.61491,                 1.5492,                0.61558,                0.89024,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.3536,                0.59157,                0.94638,                0.88321,                0.93939,                0.95942,                0.62164,                 1.4811,                   0.63,                0.88339,               0.000911,               0.000911,               0.000911
                     57,                 1.2855,                0.58829,                0.89956,                  0.856,                0.90088,                0.95322,                0.58778,                 1.4896,                0.65399,                0.83816,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.2969,                0.57101,                0.91749,                0.84874,                0.93939,                0.97391,                0.63791,                 1.4266,                0.55809,                0.81858,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.3379,                0.57983,                0.91254,                0.83128,                0.93939,                0.96928,                 0.6393,                 1.4504,                 0.6146,                0.79772,              0.0008516,              0.0008516,              0.0008516
                     60,                  1.283,                0.55926,                0.87778,                0.91086,                 0.9291,                0.97295,                0.65016,                 1.3995,                0.65181,                0.78954,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.3483,                0.58246,                0.89584,                0.91334,                0.95831,                0.98186,                 0.6169,                 1.4748,                0.63904,                0.84805,               0.000812,               0.000812,               0.000812
                     62,                 1.2917,                0.56718,                0.88342,                0.87694,                 0.9697,                0.97136,                0.68061,                 1.3158,                0.62289,                0.77405,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.2615,                0.54664,                0.88248,                 0.9588,                 0.9697,                0.98152,                0.67885,                 1.3606,                0.60398,                0.79642,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.2335,                0.54311,                0.86232,                0.93759,                 0.9697,                0.98477,                0.67094,                 1.3579,                0.56008,                0.78764,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.2292,                0.53538,                0.85822,                0.90223,                 0.9697,                0.98532,                0.65453,                 1.3003,                0.57213,                0.78068,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.2407,                0.53581,                0.84268,                0.94053,                0.93939,                0.98068,                0.67431,                 1.3418,                0.58562,                 0.7831,               0.000713,               0.000713,               0.000713
                     67,                 1.2008,                0.52061,                0.86816,                0.90861,                0.90391,                0.95785,                0.63846,                 1.3508,                0.55809,                0.81405,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.2413,                0.53568,                 0.8538,                0.81948,                 0.9697,                0.96871,                0.65593,                 1.3645,                0.57615,                0.80856,              0.0006734,              0.0006734,              0.0006734
                     69,                  1.215,                0.52707,                0.85963,                0.84592,                0.99827,                0.97969,                0.68634,                 1.3066,                0.55143,                0.77351,              0.0006536,              0.0006536,              0.0006536
                     70,                    1.2,                0.52155,                0.84359,                0.86544,                0.97464,                0.98217,                0.67041,                  1.333,                0.55747,                0.81282,              0.0006338,              0.0006338,              0.0006338
                     71,                  1.186,                 0.5155,                0.84734,                0.86078,                0.87879,                0.95614,                0.64425,                  1.331,                 0.6053,                0.75963,               0.000614,               0.000614,               0.000614
                     72,                 1.1855,                0.50698,                0.83707,                0.88299,                0.91483,                0.96837,                0.65816,                 1.3098,                0.55327,                0.77207,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.1864,                0.50111,                0.82159,                0.85394,                0.93939,                0.96835,                0.67871,                 1.3045,                0.54573,                0.78211,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.1662,                0.50077,                0.82538,                0.82363,                      1,                0.97993,                0.68233,                 1.3342,                0.55178,                0.78869,              0.0005546,              0.0005546,              0.0005546
                     75,                  1.162,                0.49682,                0.82534,                0.84833,                 0.9697,                0.97203,                0.67818,                 1.3432,                0.56591,                0.77799,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.1992,                0.49661,                0.81781,                0.84238,                0.97174,                0.98105,                0.66695,                 1.3367,                0.52853,                0.77677,               0.000515,               0.000515,               0.000515
                     77,                 1.1701,                0.49639,                 0.8113,                0.84512,                0.99226,                0.97375,                0.67964,                 1.3297,                 0.5366,                0.78217,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.1574,                 0.4836,                0.81897,                0.89846,                      1,                 0.9851,                0.66578,                 1.3236,                0.58517,                0.77004,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.1535,                0.48181,                0.82332,                0.88838,                0.96487,                 0.9867,                0.68143,                 1.2994,                0.53632,                0.79566,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.1617,                0.48399,                0.80645,                0.91323,                  0.957,                0.98439,                0.70456,                 1.3083,                0.53735,                0.77545,              0.0004358,              0.0004358,              0.0004358
                     81,                  1.189,                0.49423,                0.82119,                0.94679,                      1,                0.99235,                0.69409,                 1.3094,                0.51845,                0.78363,               0.000416,               0.000416,               0.000416
                     82,                 1.1866,                0.48197,                0.80827,                 0.8914,                      1,                0.98977,                0.68593,                 1.2871,                0.54333,                0.74931,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.1508,                0.47774,                0.81241,                 0.9002,                      1,                0.97875,                0.70457,                 1.2458,                0.56104,                0.75299,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.1367,                0.48362,                 0.7964,                0.89164,                0.99741,                0.96682,                 0.6704,                 1.2537,                0.54259,                 0.7586,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.1795,                0.48696,                0.78212,                0.94201,                0.98477,                0.98792,                0.72414,                 1.2137,                0.48535,                0.75304,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.1273,                0.46581,                0.79249,                0.86798,                0.99625,                0.96973,                0.68789,                 1.3043,                0.53731,                0.78311,               0.000317,               0.000317,               0.000317
                     87,                 1.0956,                0.45813,                0.80337,                0.83899,                      1,                0.97499,                0.70743,                 1.2612,                0.49762,                0.74035,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.0909,                0.46222,                0.80158,                0.91028,                0.92256,                 0.9875,                 0.7033,                 1.2474,                0.50209,                0.76399,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.1226,                0.46213,                0.79354,                0.88748,                0.95629,                0.98493,                0.71237,                 1.2122,                0.49724,                0.76313,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.1079,                0.45249,                0.79321,                0.91661,                0.99928,                0.98091,                 0.7052,                 1.2159,                0.50301,                0.76624,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.1079,                0.45916,                0.78503,                0.81804,                      1,                0.97125,                0.71787,                 1.2113,                0.49707,                0.75225,               0.000218,               0.000218,               0.000218
                     92,                 1.0983,                0.45675,                0.79806,                0.91532,                      1,                0.98714,                0.72778,                 1.2254,                0.47159,                0.74788,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.0982,                0.45246,                0.78683,                0.84605,                      1,                0.97626,                0.71579,                 1.2657,                0.49343,                0.78554,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.0954,                0.44532,                0.77971,                0.90634,                      1,                0.99238,                0.72325,                 1.2404,                0.47893,                0.77487,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.0983,                0.45128,                0.77933,                0.91581,                      1,                0.98618,                0.72063,                 1.2164,                0.49436,                0.75462,              0.0001388,              0.0001388,              0.0001388
                     96,                 1.0605,                0.43861,                0.78342,                 0.9136,                0.96148,                0.98813,                0.72634,                  1.221,                 0.4929,                0.74605,               0.000119,               0.000119,               0.000119
                     97,                 1.0647,                0.44153,                0.77414,                0.89856,                      1,                0.98431,                0.71559,                 1.2037,                 0.4924,                0.74631,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.0938,                0.44427,                0.77262,                0.89094,                      1,                0.98123,                0.71478,                 1.1897,                 0.4992,                0.74335,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 1.0356,                0.43968,                0.77737,                0.88841,                      1,                0.98607,                0.71715,                 1.2013,                0.50613,                0.74518,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 1.0643,                0.43723,                0.77545,                0.88535,                      1,                0.98783,                0.71972,                   1.21,                0.49926,                0.75238,               3.98e-05,               3.98e-05,               3.98e-05
