epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.81793,2.14669,2.42582,1.33361,0.85419,0.24642,0.4954,0.15879,1.789,2.41654,1.23486,0.000653061,0.000653061,0.000653061
2,7.52805,1.9369,1.63436,1.2685,0.65906,0.64136,0.68255,0.2823,1.80599,1.49327,1.24991,0.00131537,0.00131537,0.00131537
3,10.13,1.94792,1.68521,1.26057,0.62469,0.61276,0.66173,0.30659,1.72624,1.5488,1.22856,0.00197328,0.00197328,0.00197328
4,13.4905,1.88617,1.6724,1.281,0.78919,0.63916,0.73933,0.37797,1.65156,1.23528,1.21574,0.0019802,0.0019802,0.0019802
5,16.9812,1.82302,1.5019,1.21901,0.80453,0.68977,0.78895,0.42935,1.61799,1.15725,1.17444,0.0019736,0.0019736,0.0019736
6,20.5439,1.72512,1.35318,1.18096,0.86452,0.75112,0.84357,0.46905,1.54584,1.08123,1.14177,0.001967,0.001967,0.001967
7,24.0715,1.75356,1.34947,1.20252,0.8177,0.72937,0.79686,0.42209,1.67004,1.16691,1.19192,0.0019604,0.0019604,0.0019604
8,27.5349,1.78187,1.26412,1.18724,0.87336,0.74353,0.84045,0.46187,1.56266,1.00845,1.13109,0.0019538,0.0019538,0.0019538
9,31.0838,1.72695,1.21032,1.18312,0.87553,0.76018,0.85313,0.47345,1.53411,0.97754,1.12966,0.0019472,0.0019472,0.0019472
10,34.4347,1.69016,1.15523,1.15046,0.84853,0.78988,0.85119,0.46249,1.56667,1.04036,1.16821,0.0019406,0.0019406,0.0019406
11,38.2243,1.68068,1.07318,1.16336,0.81785,0.76564,0.8353,0.46135,1.56375,0.95044,1.15248,0.001934,0.001934,0.001934
12,42.1896,1.65768,1.05717,1.16575,0.83676,0.74917,0.8415,0.44837,1.60974,1.17009,1.12573,0.0019274,0.0019274,0.0019274
13,46.2565,1.70106,1.11634,1.17057,0.87242,0.77118,0.85466,0.49418,1.46474,1.05877,1.08214,0.0019208,0.0019208,0.0019208
14,50.2107,1.62938,1.07008,1.14483,0.87757,0.75701,0.83366,0.45053,1.57905,1.02875,1.16008,0.0019142,0.0019142,0.0019142
15,54.1903,1.63157,1.02651,1.13952,0.87131,0.74484,0.84722,0.44549,1.61,0.97304,1.14045,0.0019076,0.0019076,0.0019076
16,58.09,1.60784,1.02865,1.13339,0.84918,0.75358,0.84406,0.4846,1.44938,1.7388,1.07679,0.001901,0.001901,0.001901
