epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,371.992,1.88433,0.98464,0.97702,0.60462,0.51549,0.54369,0.20272,2.10045,1.08174,0.99341,0.0008912,0.0008912,0.0008912
58,377.917,1.85998,0.98011,0.97658,0.54331,0.43765,0.46445,0.16576,2.31834,1.15017,1.03025,0.0008714,0.0008714,0.0008714
59,382.869,1.86114,0.97302,0.98017,0.63109,0.48372,0.52578,0.18516,2.25842,1.12651,1.02452,0.0008516,0.0008516,0.0008516
60,388.938,1.86596,0.97766,0.98674,0.673,0.51628,0.5586,0.21825,2.06612,1.06876,0.98208,0.0008318,0.0008318,0.0008318
61,395.108,1.86201,0.98179,0.9765,0.67851,0.51967,0.56899,0.2215,2.00433,1.05644,0.97359,0.000812,0.000812,0.000812
62,401.323,1.80736,0.95814,0.9624,0.61179,0.51867,0.54013,0.20871,2.00602,1.0662,0.98328,0.0007922,0.0007922,0.0007922
63,407.589,1.78807,0.94154,0.96193,0.59663,0.4726,0.49963,0.19302,2.08006,1.09402,0.98376,0.0007724,0.0007724,0.0007724
64,413.85,1.76856,0.93485,0.96137,0.73256,0.48081,0.56861,0.22623,2.00397,1.03094,0.98141,0.0007526,0.0007526,0.0007526
65,420.128,1.75595,0.91564,0.95221,0.67583,0.5004,0.55227,0.21307,2.05829,1.01098,0.98207,0.0007328,0.0007328,0.0007328
66,426.254,1.77765,0.90033,0.96056,0.65023,0.51231,0.56888,0.22307,2.05036,1.06789,0.98392,0.000713,0.000713,0.000713
67,432.443,1.7717,0.91188,0.96258,0.65891,0.50357,0.57369,0.22399,2.06538,1.03575,0.98134,0.0006932,0.0006932,0.0006932
68,438.725,1.78375,0.91919,0.95208,0.69127,0.5274,0.58057,0.23313,1.98382,1.02086,0.96816,0.0006734,0.0006734,0.0006734
69,444.887,1.79601,0.92756,0.95491,0.64554,0.48893,0.54714,0.20284,2.14683,1.0505,0.99214,0.0006536,0.0006536,0.0006536
70,451.309,1.83485,0.93755,0.97056,0.64741,0.49166,0.5532,0.21624,2.15897,1.12648,0.99206,0.0006338,0.0006338,0.0006338
71,457.52,1.87137,0.9607,0.9724,0.68564,0.53217,0.59382,0.24739,1.93466,0.97503,0.96201,0.000614,0.000614,0.000614
72,463.861,1.79492,0.9219,0.96039,0.69457,0.49491,0.5408,0.20711,2.07925,0.98443,0.99468,0.0005942,0.0005942,0.0005942
73,471.032,1.78514,0.91202,0.96115,0.70375,0.53137,0.59055,0.23431,2.02936,1.02608,0.97795,0.0005744,0.0005744,0.0005744
74,479.045,1.74741,0.88405,0.95126,0.68508,0.53535,0.59654,0.24303,1.98194,1.00349,0.96887,0.0005546,0.0005546,0.0005546
75,486.359,1.75281,0.87899,0.95431,0.69258,0.52343,0.59828,0.25242,1.94752,1.00283,0.96747,0.0005348,0.0005348,0.0005348
76,494.956,1.74305,0.88493,0.95309,0.64424,0.47816,0.53624,0.20671,2.16124,1.0937,0.98906,0.000515,0.000515,0.000515
77,503.052,1.77258,0.89563,0.95233,0.69611,0.55203,0.61512,0.24656,1.97922,0.98342,0.96753,0.0004952,0.0004952,0.0004952
78,510.842,1.74585,0.88015,0.95359,0.69605,0.54566,0.59699,0.23514,2.00113,0.99008,0.97251,0.0004754,0.0004754,0.0004754
79,518.658,1.71236,0.87474,0.95061,0.72133,0.52017,0.57828,0.22833,2.0195,1.00933,0.97536,0.0004556,0.0004556,0.0004556
80,526.073,1.77262,0.88429,0.95311,0.63264,0.50993,0.57645,0.23214,1.97763,1.06268,0.96863,0.0004358,0.0004358,0.0004358
81,533.541,1.72908,0.8708,0.94687,0.67872,0.53022,0.60248,0.25268,1.93929,1.0088,0.96002,0.000416,0.000416,0.000416
82,539.86,1.7055,0.85765,0.94221,0.70279,0.55759,0.62667,0.25486,1.9478,0.99172,0.95848,0.0003962,0.0003962,0.0003962
83,545.419,1.72619,0.85282,0.94511,0.71542,0.5282,0.60099,0.2438,1.95394,0.99746,0.96283,0.0003764,0.0003764,0.0003764
84,551.679,1.69651,0.85666,0.939,0.72193,0.53409,0.60848,0.24478,1.9641,0.98988,0.96549,0.0003566,0.0003566,0.0003566
85,558.097,1.70993,0.84634,0.94574,0.6936,0.5274,0.60382,0.25043,1.93488,1.00401,0.96029,0.0003368,0.0003368,0.0003368
86,564.804,1.69793,0.83984,0.93879,0.72604,0.53044,0.60667,0.25721,1.93318,0.99687,0.95889,0.000317,0.000317,0.000317
87,571.194,1.68292,0.83851,0.9339,0.73601,0.52502,0.60427,0.24894,1.93217,0.98416,0.95906,0.0002972,0.0002972,0.0002972
88,577.399,1.66422,0.82288,0.93147,0.70596,0.53217,0.61001,0.24771,1.94219,1.01447,0.96271,0.0002774,0.0002774,0.0002774
89,583.716,1.67489,0.83125,0.93451,0.67407,0.54726,0.60439,0.25494,1.92696,0.99843,0.96026,0.0002576,0.0002576,0.0002576
90,590.401,1.66047,0.82288,0.9319,0.68056,0.55282,0.61067,0.25444,1.94636,1.00458,0.96048,0.0002378,0.0002378,0.0002378
91,597.58,1.66335,0.81954,0.9294,0.72312,0.54349,0.62161,0.26275,1.90163,0.98207,0.95377,0.000218,0.000218,0.000218
92,604.295,1.63589,0.80902,0.92658,0.7101,0.5417,0.62185,0.26141,1.91476,0.97399,0.95833,0.0001982,0.0001982,0.0001982
93,612.014,1.62349,0.80716,0.92803,0.68152,0.55239,0.61885,0.2578,1.90969,0.98211,0.9545,0.0001784,0.0001784,0.0001784
94,620.071,1.62728,0.80191,0.92309,0.69408,0.54424,0.61969,0.26134,1.91376,0.97795,0.95502,0.0001586,0.0001586,0.0001586
95,628.239,1.6243,0.80251,0.92424,0.72143,0.53932,0.61874,0.25979,1.90602,0.97533,0.95504,0.0001388,0.0001388,0.0001388
96,636.364,1.61081,0.79765,0.91728,0.70744,0.54647,0.6221,0.25938,1.91577,0.97591,0.95526,0.000119,0.000119,0.000119
97,644.393,1.59421,0.7877,0.92207,0.71375,0.55044,0.62802,0.26383,1.91056,0.97955,0.95308,9.92e-05,9.92e-05,9.92e-05
98,652.406,1.59623,0.79803,0.91822,0.71659,0.5552,0.63031,0.26379,1.91015,0.97276,0.95344,7.94e-05,7.94e-05,7.94e-05
99,660.434,1.60169,0.79022,0.91799,0.70076,0.56235,0.63013,0.26304,1.90742,0.96986,0.95366,5.96e-05,5.96e-05,5.96e-05
100,668.015,1.59207,0.78702,0.92046,0.6999,0.55203,0.62707,0.26199,1.91403,0.97671,0.95453,3.98e-05,3.98e-05,3.98e-05
